κεράτιον|2769
κεφαλαιόω|2775
κεφαλή|2776
κεφαλίς|2777
κεφάλαιον|2774
κείρω|2751
κεῖμαι|2749
κηπουρός|2780
κηρίον|2781
κηρύσσω|2784
κηφᾶς|2786
κιβωτός|2787
κιθαρίζω|2789
κιθαρῳδός|2790
κιθάρα|2788
κιλικία|2791
κινδυνεύω|2793
κινάμωμον|2792
κινέω|2795
κλαυδία|2803
κλαυθμός|2805
κλαίω|2799
κλαύδιος|2804
κλαῦδη|2802
κλεοπᾶς|2810
κλείω|2808
κλεῖς|2807
κληρονομέω|2816
κληρονομία|2817
κληρονόμος|2818
κληρόω|2820
κλητός|2822
κλινίδιον|2826
κλισία|2828
κλοπή|2829
κλυδωνίζομαι|2831
κλωπᾶς|2832
κλάδος|2798
κλάσις|2800
κλάσμα|2801
κλάω|2806
κλέμμα|2809
κλέος|2811
κλέπτης|2812
κλέπτω|2813
κλήμης|2815
κλίβανος|2823
κλίμα|2824
κλίνη|2825
κλίνω|2827
κλύδων|2830
κλῆμα|2814
κλῆρος|2819
κλῆσις|2821
κνήθω|2833
κνίδος|2834
κοδράντης|2835
κοιλία|2836
κοιμάομαι|2837
κοινωνικός|2843
κοινωνέω|2841
κοινωνία|2842
κοινωνός|2844
κοινός|2839
κοινόω|2840
κοιτών|2846
κολακεία|2850
κολαφίζω|2852
κολλούριον|2854
κολλυβιστής|2855
κολλάω|2853
κολοβόω|2856
κολοσσαί|2857
κολυμβάω|2860
κολυμβήθρα|2861
κολωνία|2862
κολάζω|2849
κομψότερον|2866
κομάω|2863
κομίζω|2865
κονιορτός|2868
κονιάω|2867
κοπετός|2870
κοπιάω|2872
κοπρία|2874
κοπάζω|2869
κοπή|2871
κορβᾶν|2878
κορνήλιος|2883
κοράσιον|2877
κορέ|2879
κορέννυμι|2880
κορίνθιος|2881
κοσμικός|2886
κοσμοκράτωρ|2888
κοσμέω|2885
κουστωδία|2892
κουφίζω|2893
κοίμησις|2838
κοίτη|2845
κούαρτος|2890
κοῦμι|2891
κραιπάλη|2897
κρανίον|2898
κραταιός|2900
κραταιόω|2901
κρατέω|2902
κραυγάζω|2905
κραυγή|2906
κρεμάννυμι|2910
κρείσσων|2908
κρείττων|2909
κρημνός|2911
κριθή|2915
κριτικός|2924
κριτήριον|2922
κριτής|2923
κρούω|2925
κρυπτός|2927
κρυσταλλίζω|2929
κρυφῇ|2931
κράβαττος|2895
κράζω|2896
κράσπεδον|2899
κράτιστος|2903
κράτος|2904
κρέας|2907
κρής|2912
κρήσκης|2913
κρήτη|2914
κρίθινος|2916
κρίμα|2917
κρίνον|2918
κρίνω|2919
κρίσις|2920
κρίσπος|2921
κρύπτη|2926
κρύπτω|2928
κρύσταλλος|2930
κτάομαι|2932
κτήτωρ|2935
κτίζω|2936
κτίσις|2937
κτίσμα|2938
κτίστης|2939
κτῆμα|2933
κτῆνος|2934
κυβερνήτης|2942
κυβεία|2940
κυβέρνησις|2941
κυκλόθεν|2943
κυκλόω|2944
κυλλός|2948
κυλίω|2947
κυνάριον|2952
κυρηναῖος|2956
κυριακός|2960
κυριεύω|2961
κυριότης|2963
κυρήνη|2957
κυρήνιος|2958
κυρία|2959
κυρόω|2964
κωλύω|2967
κωμόπολις|2969
κωσάμ|2973
κωφός|2974
κἀγώ|2504
κἀκεῖ|2546
κἀκεῖθεν|2547
κἀκεῖνος|2548
κἄν|2579
κάθημαι|2521
κάιν|2535
κάκωσις|2561
κάλαμος|2563
κάλλιον|2566
κάλυμμα|2571
κάμηλος|2574
κάμινος|2575
κάμνω|2577
κάμπτω|2578
κάρπος|2591
κάρφος|2595
κάτω|2736
κέλευσμα|2752
κέντρον|2759
κέραμος|2766
κέρας|2768
κέρδος|2771
κέρμα|2772
κήρυγμα|2782
κίνδυνος|2794
κίνησις|2796
κίς|2797
κόκκινος|2847
κόκκος|2848
κόλασις|2851
κόλπος|2859
κόμη|2864
κόπος|2873
κόπτω|2875
κόραξ|2876
κόρινθος|2882
κόρος|2884
κόσμιος|2887
κόσμος|2889
κόφινος|2894
κύκλος|2945
κύλισμα|2946
κύμβαλον|2950
κύμινον|2951
κύπριος|2953
κύπρος|2954
κύπτω|2955
κύριος|2962
κύων|2965
κώμη|2968
κώνωψ|2971
κῆνσος|2778
κῆπος|2779
κῆρυξ|2783
κῆτος|2785
κῦμα|2949
κῶλον|2966
κῶμος|2970
κῶς|2972
λαγχάνω|2975
λακτίζω|2979
λαλιά|2981
λαλέω|2980
λαμβάνω|2983
λαμπρός|2986
λαμπρότης|2987
λαμπρῶς|2988
λαμπάς|2985
λανθάνω|2990
λαξευτός|2991
λαοδικεία|2993
λαοδικεύς|2994
λασαία|2996
λατομέω|2998
λατρεία|2999
λατρεύω|3000
λαός|2992
λαῖλαψ|2978
λεββαῖος|3002
λεγεών|3003
λειτουργικός|3010
λειτουργέω|3008
λειτουργία|3009
λειτουργός|3011
λεπρός|3015
λεπτόν|3016
λεπίς|3013
λευιτικός|3020
λευκαίνω|3021
λευκός|3022
λευί|3017
λευίς|3018
λευίτης|3019
λείπω|3007
λεῖμμα|3005
λεῖος|3006
ληνός|3025
λιβανωτός|3031
λιβερτῖνος|3032
